country,tech,type,years,REF,RCP26,RCP26-REF,RCP26%,RCP45,RCP45-REF,RCP45%,RCP85,RCP85-REF,RCP85%
Albania,ALPHYDMHI0,hydro,2021-2030,42.06,42.06,0.0,0.0,42.06,0.0,0.0,42.06,0.0,0.0
Albania,ALPHYDMHI0,hydro,2031-2040,42.06,42.06,0.0,0.0,42.06,0.0,0.0,42.06,0.0,0.0
Albania,ALPHYDMHI0,hydro,2041-2050,42.06,42.06,0.0,0.0,42.06,0.0,0.0,42.06,0.0,0.0
Albania,Fierza,hydro,2021-2030,1773.1470000000002,1610.2459999999999,-162.9010000000003,-9.187111954056842,1218.793,-554.3540000000003,-31.263848964581065,1255.1299999999999,-518.0170000000003,-29.21455468723125
Albania,Fierza,hydro,2031-2040,1847.9209999999998,1571.391,-276.52999999999975,-14.964384299978178,1189.445,-658.4759999999999,-35.633341468601735,1122.147,-725.7739999999999,-39.27516381923253
Albania,Fierza,hydro,2041-2050,1847.9209999999998,1571.391,-276.52999999999975,-14.964384299978178,1189.445,-658.4759999999999,-35.633341468601735,1122.147,-725.7739999999999,-39.27516381923253
Albania,Koman,hydro,2021-2030,2018.889,1841.4630000000004,-177.42599999999948,-8.788298910935643,1476.6290000000001,-542.2599999999998,-26.85932708534247,1416.601,-602.2879999999998,-29.832645578830725
Albania,Koman,hydro,2031-2040,2094.154,1815.8140000000003,-278.3399999999997,-13.291286123179082,1444.521,-649.633,-31.021262046630767,1309.333,-784.8209999999999,-37.47675672371755
Albania,Koman,hydro,2041-2050,2094.154,1815.8140000000003,-278.3399999999997,-13.291286123179082,1444.521,-649.633,-31.021262046630767,1309.333,-784.8209999999999,-37.47675672371755
Albania,Vau i Dejës,hydro,2021-2030,1138.613,958.9509999999998,-179.66200000000026,-15.779022371956078,748.458,-390.1550000000001,-34.265812879354094,715.565,-423.048,-37.15467854310464
Albania,Vau i Dejës,hydro,2031-2040,1174.482,954.8280000000001,-219.65399999999988,-18.702202332602788,728.653,-445.82899999999995,-37.959628159477965,656.729,-517.7529999999999,-44.083519372795834
Albania,Vau i Dejës,hydro,2041-2050,1174.482,954.8280000000001,-219.65399999999988,-18.702202332602788,728.653,-445.82899999999995,-37.959628159477965,656.729,-517.7529999999999,-44.083519372795834
Albania,ALPHYDMHO0,hydro,2021-2030,374.2799999999999,374.2799999999999,0.0,0.0,374.2799999999999,0.0,0.0,374.2799999999999,0.0,0.0
Albania,ALPHYDMHO0,hydro,2031-2040,374.2799999999999,374.2799999999999,0.0,0.0,374.2799999999999,0.0,0.0,374.2799999999999,0.0,0.0
Albania,ALPHYDMHO0,hydro,2041-2050,374.2799999999999,374.2799999999999,0.0,0.0,374.2799999999999,0.0,0.0,374.2799999999999,0.0,0.0
Albania,Skavica,hydro,2021-2030,,549.61,,,549.61,,,549.61,,
Albania,Skavica,hydro,2031-2040,,549.6099999999999,,,549.6099999999999,,,549.6099999999999,,
Albania,Skavica,hydro,2041-2050,,549.6099999999999,,,549.6099999999999,,,549.6099999999999,,
Albania,ALPHYDMNO0,hydro,2021-2030,1150.7379999999998,1150.7379999999998,0.0,0.0,1150.7379999999998,0.0,0.0,1150.7379999999998,0.0,0.0
Albania,ALPHYDMNO0,hydro,2031-2040,1201.4699999999998,1201.4699999999998,0.0,0.0,1201.4699999999998,0.0,0.0,1201.4699999999998,0.0,0.0
Albania,ALPHYDMNO0,hydro,2041-2050,1201.4699999999998,1201.4699999999998,0.0,0.0,1201.4699999999998,0.0,0.0,1201.4699999999998,0.0,0.0
Albania,ALPHYRRHI0,hydro,2021-2030,207.63999999999993,207.63999999999993,0.0,0.0,207.63999999999993,0.0,0.0,207.63999999999993,0.0,0.0
Albania,ALPHYRRHI0,hydro,2031-2040,207.63999999999993,207.63999999999993,0.0,0.0,207.63999999999993,0.0,0.0,207.63999999999993,0.0,0.0
Albania,ALPHYRRHI0,hydro,2041-2050,207.63999999999993,207.63999999999993,0.0,0.0,207.63999999999993,0.0,0.0,207.63999999999993,0.0,0.0
Albania,ALPHYRRHO0,hydro,2021-2030,541.4700000000001,541.4700000000001,0.0,0.0,541.4700000000001,0.0,0.0,541.4700000000001,0.0,0.0
Albania,ALPHYRRHO0,hydro,2031-2040,541.4700000000001,541.4700000000001,0.0,0.0,541.4700000000001,0.0,0.0,541.4700000000001,0.0,0.0
Albania,ALPHYRRHO0,hydro,2041-2050,541.4700000000001,541.4700000000001,0.0,0.0,541.4700000000001,0.0,0.0,541.4700000000001,0.0,0.0
Albania,ALPHYSHHI0,hydro,2021-2030,10.89,10.89,0.0,0.0,10.89,0.0,0.0,10.89,0.0,0.0
Albania,ALPHYSHHI0,hydro,2031-2040,10.89,10.89,0.0,0.0,10.89,0.0,0.0,10.89,0.0,0.0
Albania,ALPHYSHHI0,hydro,2041-2050,10.89,10.89,0.0,0.0,10.89,0.0,0.0,10.89,0.0,0.0
Albania,ALPHYSHHO0,hydro,2021-2030,246.53000000000003,246.53000000000003,0.0,0.0,246.53000000000003,0.0,0.0,246.53000000000003,0.0,0.0
Albania,ALPHYSHHO0,hydro,2031-2040,246.53000000000003,246.53000000000003,0.0,0.0,246.53000000000003,0.0,0.0,246.53000000000003,0.0,0.0
Albania,ALPHYSHHO0,hydro,2041-2050,246.53000000000003,246.53000000000003,0.0,0.0,246.53000000000003,0.0,0.0,246.53000000000003,0.0,0.0
Albania,ALPNGCCHO0,thermal-gas,2021-2030,229.0,229.0,0.0,0.0,229.0,0.0,0.0,229.0,0.0,0.0
Albania,ALPSOU1NI0,solar,2021-2030,24.89,437.805,412.915,1658.9594214543993,389.59999999999997,364.71,1465.2872639614302,378.49,353.6,1420.6508638007233
Albania,ALPSOU1NI0,solar,2031-2040,46.241,819.384,773.143,1671.985899958911,839.3890000000001,793.1480000000001,1715.248372656301,867.473,821.232,1775.9823533228086
Albania,ALPSOU1NI0,solar,2041-2050,46.241,819.384,773.143,1671.985899958911,839.3890000000001,793.1480000000001,1715.248372656301,867.473,821.232,1775.9823533228086
Albania,ALPSOU1NO0,solar,2021-2030,162.44,344.28200000000004,181.84200000000004,111.94410243782322,344.28200000000004,181.84200000000004,111.94410243782322,344.28200000000004,181.84200000000004,111.94410243782322
Albania,ALPSOU1NO0,solar,2031-2040,867.8530000000001,2247.74,1379.8869999999997,159.00008411562783,2247.74,1379.8869999999997,159.00008411562783,2247.74,1379.8869999999997,159.00008411562783
Albania,ALPSOU1NO0,solar,2041-2050,867.8530000000001,2247.74,1379.8869999999997,159.00008411562783,2247.74,1379.8869999999997,159.00008411562783,2247.74,1379.8869999999997,159.00008411562783
Albania,ALPWI30NO0,wind,2021-2030,143.45625,291.63625,148.18,103.29281575393195,291.63625,148.18,103.29281575393195,291.63625,148.18,103.29281575393195
Albania,ALPWI30NO0,wind,2031-2040,498.026,1474.458,976.432,196.06044664334794,1474.458,976.432,196.06044664334794,1474.458,976.432,196.06044664334794
Albania,ALPWI30NO0,wind,2041-2050,498.026,1474.458,976.432,196.06044664334794,1474.458,976.432,196.06044664334794,1474.458,976.432,196.06044664334794
Albania,AL-Import,import,2021-2030,2741.512,2551.2349999999997,-190.2770000000005,-6.940586070752215,3460.3280000000004,718.8160000000003,26.21969190723952,3548.6160000000004,807.1040000000003,29.440104584623384
Albania,AL-Import,import,2031-2040,2371.457,512.2485714285714,-1859.2084285714286,-78.39941557327114,869.7825,-1501.6744999999999,-63.32286438252939,1085.0466666666666,-1286.4103333333333,-54.24556858224009
Albania,AL-Import,import,2041-2050,2371.457,512.2485714285714,-1859.2084285714286,-78.39941557327114,869.7825,-1501.6744999999999,-63.32286438252939,1085.0466666666666,-1286.4103333333333,-54.24556858224009
Kosovo,XKPCOSCHO0,thermal-coal,2021-2030,4563.290999999999,4559.813,-3.477999999999156,-0.07621692326873646,4559.813,-3.477999999999156,-0.07621692326873646,4559.813,-3.477999999999156,-0.07621692326873646
Kosovo,XKPCOSCHO0,thermal-coal,2031-2040,4753.089999999999,4753.089999999999,0.0,0.0,4753.089999999999,0.0,0.0,4753.089999999999,0.0,0.0
Kosovo,XKPCOSCHO0,thermal-coal,2041-2050,4753.089999999999,4753.089999999999,0.0,0.0,4753.089999999999,0.0,0.0,4753.089999999999,0.0,0.0
Kosovo,XKPCOSCNO0,thermal-coal,2021-2030,3505.23,3505.23,0.0,0.0,3505.23,0.0,0.0,3505.23,0.0,0.0
Kosovo,XKPCOSCNO0,thermal-coal,2031-2040,3505.2300000000005,3505.2300000000005,0.0,0.0,3505.2300000000005,0.0,0.0,3505.2300000000005,0.0,0.0
Kosovo,XKPCOSCNO0,thermal-coal,2041-2050,3505.2300000000005,3505.2300000000005,0.0,0.0,3505.2300000000005,0.0,0.0,3505.2300000000005,0.0,0.0
Kosovo,XKPHYRRHO0,hydro,2021-2030,125.92,125.92,0.0,0.0,125.92,0.0,0.0,125.92,0.0,0.0
Kosovo,XKPHYRRHO0,hydro,2031-2040,125.92,125.92,0.0,0.0,125.92,0.0,0.0,125.92,0.0,0.0
Kosovo,XKPHYRRHO0,hydro,2041-2050,125.92,125.92,0.0,0.0,125.92,0.0,0.0,125.92,0.0,0.0
Kosovo,XKPSOU1NO0,solar,2021-2030,38.63999999999999,38.63999999999999,0.0,0.0,38.63999999999999,0.0,0.0,38.63999999999999,0.0,0.0
Kosovo,XKPSOU1NO0,solar,2031-2040,38.63999999999999,38.63999999999999,0.0,0.0,38.63999999999999,0.0,0.0,38.63999999999999,0.0,0.0
Kosovo,XKPSOU1NO0,solar,2041-2050,38.63999999999999,38.63999999999999,0.0,0.0,38.63999999999999,0.0,0.0,38.63999999999999,0.0,0.0
Kosovo,XKPWI25NI0,wind,2021-2030,61.58,61.42,-0.1599999999999966,-0.25982461838258625,61.42,-0.1599999999999966,-0.25982461838258625,61.42,-0.1599999999999966,-0.25982461838258625
Kosovo,XKPWI25NI0,wind,2031-2040,61.58,61.42,-0.1599999999999966,-0.25982461838258625,61.42,-0.1599999999999966,-0.25982461838258625,61.42,-0.1599999999999966,-0.25982461838258625
Kosovo,XKPWI25NI0,wind,2041-2050,61.58,61.42,-0.1599999999999966,-0.25982461838258625,61.42,-0.1599999999999966,-0.25982461838258625,61.42,-0.1599999999999966,-0.25982461838258625
Kosovo,XKPWI25NO0,wind,2021-2030,326.72700000000003,330.30500000000006,3.5780000000000314,1.0951038634701238,330.30500000000006,3.5780000000000314,1.0951038634701238,330.30500000000006,3.5780000000000314,1.0951038634701238
Kosovo,XKPWI25NO0,wind,2031-2040,419.97000000000014,425.86,5.889999999999873,1.4024811296044648,425.86,5.889999999999873,1.4024811296044648,425.86,5.889999999999873,1.4024811296044648
Kosovo,XKPWI25NO0,wind,2041-2050,419.97000000000014,425.86,5.889999999999873,1.4024811296044648,425.86,5.889999999999873,1.4024811296044648,425.86,5.889999999999873,1.4024811296044648
Kosovo,XKTRDIMH00,import,2031-2040,25.437,25.223999999999997,-0.21300000000000452,-0.8373628965680092,25.223999999999997,-0.21300000000000452,-0.8373628965680092,25.223999999999997,-0.21300000000000452,-0.8373628965680092
Kosovo,XKTRDIMH00,import,2041-2050,25.437,25.223999999999997,-0.21300000000000452,-0.8373628965680092,25.223999999999997,-0.21300000000000452,-0.8373628965680092,25.223999999999997,-0.21300000000000452,-0.8373628965680092
Montenegro,MEPCOSCHO0,thermal-coal,2021-2030,1251.3600000000001,1251.3600000000001,0.0,0.0,1251.3600000000001,0.0,0.0,1251.3600000000001,0.0,0.0
Montenegro,MEPCOSCHO0,thermal-coal,2031-2040,1251.3600000000001,1251.3600000000001,0.0,0.0,1251.3600000000001,0.0,0.0,1251.3600000000001,0.0,0.0
Montenegro,MEPCOSCHO0,thermal-coal,2041-2050,1251.3600000000001,1251.3600000000001,0.0,0.0,1251.3600000000001,0.0,0.0,1251.3600000000001,0.0,0.0
Montenegro,MEPHYDMHI0,hydro,2021-2030,986.266,986.266,0.0,0.0,986.266,0.0,0.0,986.266,0.0,0.0
Montenegro,MEPHYDMHI0,hydro,2031-2040,1627.58,1627.58,0.0,0.0,1627.58,0.0,0.0,1627.58,0.0,0.0
Montenegro,MEPHYDMHI0,hydro,2041-2050,1627.58,1627.58,0.0,0.0,1627.58,0.0,0.0,1627.58,0.0,0.0
Montenegro,MEPHYDMHO0,hydro,2021-2030,743.25,743.25,0.0,0.0,743.25,0.0,0.0,743.25,0.0,0.0
Montenegro,MEPHYDMHO0,hydro,2031-2040,743.25,743.25,0.0,0.0,743.25,0.0,0.0,743.25,0.0,0.0
Montenegro,MEPHYDMHO0,hydro,2041-2050,743.25,743.25,0.0,0.0,743.25,0.0,0.0,743.25,0.0,0.0
Montenegro,MEPHYDMNO0,hydro,2021-2030,1261.89,1261.89,0.0,0.0,1261.89,0.0,0.0,1261.89,0.0,0.0
Montenegro,MEPHYDMNO0,hydro,2031-2040,1878.807,1878.807,0.0,0.0,1878.807,0.0,0.0,1878.807,0.0,0.0
Montenegro,MEPHYDMNO0,hydro,2041-2050,1878.807,1878.807,0.0,0.0,1878.807,0.0,0.0,1878.807,0.0,0.0
Montenegro,MEPHYRRNI0,hydro,2021-2030,85.69000000000001,85.69000000000001,0.0,0.0,85.69000000000001,0.0,0.0,85.69000000000001,0.0,0.0
Montenegro,MEPHYRRNI0,hydro,2031-2040,85.69000000000001,85.69000000000001,0.0,0.0,85.69000000000001,0.0,0.0,85.69000000000001,0.0,0.0
Montenegro,MEPHYRRNI0,hydro,2041-2050,85.69000000000001,85.69000000000001,0.0,0.0,85.69000000000001,0.0,0.0,85.69000000000001,0.0,0.0
Montenegro,MEPHYRRNO0,hydro,2021-2030,214.19,214.19,0.0,0.0,214.19,0.0,0.0,214.19,0.0,0.0
Montenegro,MEPHYRRNO0,hydro,2031-2040,214.19,214.19,0.0,0.0,214.19,0.0,0.0,214.19,0.0,0.0
Montenegro,MEPHYRRNO0,hydro,2041-2050,214.19,214.19,0.0,0.0,214.19,0.0,0.0,214.19,0.0,0.0
Montenegro,MEPSOU1NO0,solar,2021-2030,236.57333333333332,236.57333333333332,0.0,0.0,236.57333333333332,0.0,0.0,236.57333333333332,0.0,0.0
Montenegro,MEPSOU1NO0,solar,2031-2040,287.7200000000001,287.7200000000001,0.0,0.0,287.7200000000001,0.0,0.0,287.7200000000001,0.0,0.0
Montenegro,MEPSOU1NO0,solar,2041-2050,287.7200000000001,287.7200000000001,0.0,0.0,287.7200000000001,0.0,0.0,287.7200000000001,0.0,0.0
Montenegro,MEPWI30NI0,wind,2021-2030,70.55999999999999,70.55999999999999,0.0,0.0,70.55999999999999,0.0,0.0,70.55999999999999,0.0,0.0
Montenegro,MEPWI30NI0,wind,2031-2040,70.55999999999999,70.55999999999999,0.0,0.0,70.55999999999999,0.0,0.0,70.55999999999999,0.0,0.0
Montenegro,MEPWI30NI0,wind,2041-2050,70.55999999999999,70.55999999999999,0.0,0.0,70.55999999999999,0.0,0.0,70.55999999999999,0.0,0.0
Montenegro,MEPWI30NO0,wind,2021-2030,170.16799999999995,170.16799999999995,0.0,0.0,170.16799999999995,0.0,0.0,170.16799999999995,0.0,0.0
Montenegro,MEPWI30NO0,wind,2031-2040,185.63999999999996,185.63999999999996,0.0,0.0,185.63999999999996,0.0,0.0,185.63999999999996,0.0,0.0
Montenegro,MEPWI30NO0,wind,2041-2050,185.63999999999996,185.63999999999996,0.0,0.0,185.63999999999996,0.0,0.0,185.63999999999996,0.0,0.0
Montenegro,METRDIMH00,import,2021-2030,540.6419999999999,540.6419999999999,0.0,0.0,540.6419999999999,0.0,0.0,540.6419999999999,0.0,0.0
Montenegro,METRDIMH00,import,2031-2040,12.48,12.48,0.0,0.0,12.48,0.0,0.0,12.48,0.0,0.0
Montenegro,METRDIMH00,import,2041-2050,12.48,12.48,0.0,0.0,12.48,0.0,0.0,12.48,0.0,0.0
N.Macedonia,MKPCOSCHO0,thermal-coal,2021-2030,3032.8000000000006,3032.8000000000006,0.0,0.0,3032.8000000000006,0.0,0.0,3032.8000000000006,0.0,0.0
N.Macedonia,Globocica,hydro,2021-2030,126.242,58.93000000000001,-67.312,-53.31981432486811,54.77,-71.47200000000001,-56.6150726382662,54.157000000000004,-72.08500000000001,-57.100647961851045
N.Macedonia,Globocica,hydro,2031-2040,126.758,62.223,-64.535,-50.91197399769639,56.13199999999999,-70.626,-55.71719339213305,52.72800000000001,-74.02999999999999,-58.40262547531516
N.Macedonia,Globocica,hydro,2041-2050,126.758,62.223,-64.535,-50.91197399769639,56.13199999999999,-70.626,-55.71719339213305,52.72800000000001,-74.02999999999999,-58.40262547531516
N.Macedonia,Spilje,hydro,2021-2030,315.746,269.344,-46.40199999999999,-14.695989814597807,226.76100000000002,-88.98499999999996,-28.182463119089384,225.68200000000002,-90.06399999999996,-28.524193497304783
N.Macedonia,Spilje,hydro,2031-2040,319.0,280.853,-38.14699999999999,-11.958307210031345,235.80299999999997,-83.19700000000003,-26.08056426332289,161.943,-157.057,-49.23416927899686
N.Macedonia,Spilje,hydro,2041-2050,319.0,280.853,-38.14699999999999,-11.958307210031345,235.80299999999997,-83.19700000000003,-26.08056426332289,161.943,-157.057,-49.23416927899686
N.Macedonia,MKPHYDMHO0,hydro,2021-2030,670.67,670.67,0.0,0.0,670.67,0.0,0.0,670.67,0.0,0.0
N.Macedonia,MKPHYDMHO0,hydro,2031-2040,670.67,670.67,0.0,0.0,670.67,0.0,0.0,670.67,0.0,0.0
N.Macedonia,MKPHYDMHO0,hydro,2041-2050,670.67,670.67,0.0,0.0,670.67,0.0,0.0,670.67,0.0,0.0
N.Macedonia,MKPHYRRHO0,hydro,2021-2030,68.86,68.86,0.0,0.0,68.86,0.0,0.0,68.86,0.0,0.0
N.Macedonia,MKPHYRRHO0,hydro,2031-2040,68.86,68.86,0.0,0.0,68.86,0.0,0.0,68.86,0.0,0.0
N.Macedonia,MKPHYRRHO0,hydro,2041-2050,68.86,68.86,0.0,0.0,68.86,0.0,0.0,68.86,0.0,0.0
N.Macedonia,MKPHYSHHO0,hydro,2021-2030,83.11,83.11,0.0,0.0,83.11,0.0,0.0,83.11,0.0,0.0
N.Macedonia,MKPHYSHHO0,hydro,2031-2040,83.11,83.11,0.0,0.0,83.11,0.0,0.0,83.11,0.0,0.0
N.Macedonia,MKPHYSHHO0,hydro,2041-2050,83.11,83.11,0.0,0.0,83.11,0.0,0.0,83.11,0.0,0.0
N.Macedonia,MKPNGCCNO0,thermal-gas,2031-2040,1164.53,1164.53,0.0,0.0,1164.53,0.0,0.0,1164.53,0.0,0.0
N.Macedonia,MKPNGCCNO0,thermal-gas,2041-2050,1164.53,1164.53,0.0,0.0,1164.53,0.0,0.0,1164.53,0.0,0.0
N.Macedonia,MKPNGCHHO0,thermal-gas,2021-2030,1468.3099999999997,1468.3099999999997,0.0,0.0,1468.3099999999997,0.0,0.0,1468.3099999999997,0.0,0.0
N.Macedonia,MKPNGCHHO0,thermal-gas,2031-2040,1336.6679999999997,1336.6679999999997,0.0,0.0,1336.6679999999997,0.0,0.0,1336.6679999999997,0.0,0.0
N.Macedonia,MKPNGCHHO0,thermal-gas,2041-2050,1336.6679999999997,1336.6679999999997,0.0,0.0,1336.6679999999997,0.0,0.0,1336.6679999999997,0.0,0.0
N.Macedonia,MKPSOU1NI0,solar,2021-2030,,168.6175,,,183.555,,,183.555,,
N.Macedonia,MKPSOU1NI0,solar,2031-2040,,456.221,,,456.221,,,456.221,,
N.Macedonia,MKPSOU1NI0,solar,2041-2050,,456.221,,,456.221,,,456.221,,
N.Macedonia,MKPSOU1NO0,solar,2021-2030,368.622,405.884,37.262,10.108457986772358,419.06499999999994,50.44299999999993,13.68420767073043,425.98999999999995,57.36799999999994,15.562825875829422
N.Macedonia,MKPSOU1NO0,solar,2031-2040,2189.18,2637.196,448.0160000000001,20.465014297590884,2637.196,448.0160000000001,20.465014297590884,2637.196,448.0160000000001,20.465014297590884
N.Macedonia,MKPSOU1NO0,solar,2041-2050,2189.18,2637.196,448.0160000000001,20.465014297590884,2637.196,448.0160000000001,20.465014297590884,2637.196,448.0160000000001,20.465014297590884
N.Macedonia,MKPWI30NO0,wind,2021-2030,184.43699999999998,184.43699999999998,0.0,0.0,184.43699999999998,0.0,0.0,184.43699999999998,0.0,0.0
N.Macedonia,MKPWI30NO0,wind,2031-2040,737.0599999999998,737.0599999999998,0.0,0.0,737.0599999999998,0.0,0.0,737.0599999999998,0.0,0.0
N.Macedonia,MKPWI30NO0,wind,2041-2050,737.0599999999998,737.0599999999998,0.0,0.0,737.0599999999998,0.0,0.0,737.0599999999998,0.0,0.0
N.Macedonia,MK-Import,import,2021-2030,3358.554,3380.032,21.478000000000065,0.6395014044734747,3407.6150000000002,49.06100000000015,1.460777465540234,3402.3830000000003,43.82900000000018,1.3049961382190125
N.Macedonia,MK-Import,import,2031-2040,2862.533,2061.9300000000003,-800.6029999999996,-27.968341325672043,2112.099,-750.4339999999997,-26.21573270945697,2189.3640000000005,-673.1689999999994,-23.516549852875038
N.Macedonia,MK-Import,import,2041-2050,2862.533,2061.9300000000003,-800.6029999999996,-27.968341325672043,2112.099,-750.4339999999997,-26.21573270945697,2189.3640000000005,-673.1689999999994,-23.516549852875038
